position,time_period,end_date,xplaintiff,xstreet_clean,filings,top100,lat,lon
1,2025-03-01,2026-02-28,SHEPARD INVESTMENT GROUP LLC,650 THRONE DR,40,0.415,44.067054,-123.183106
2,2025-03-01,2026-02-28,AVENUE5 RESIDENTIAL LLC,317 30TH ST,28,0.415,44.052975000000004,-122.982129
3,2025-03-01,2026-02-28,CHASE VILLAGE,265 MARCHE CHASE DR,27,0.415,44.057787,-123.057013
4,2025-03-01,2026-02-28,SHEPARD INVESTMENT GROUP LLC,1475 BAILEY HILL RD,25,0.415,44.045124,-123.144961
5,2025-03-01,2026-02-28,CAMPUS ADVANTAGE,NADEAU RD,22,0.415,44.128071,-122.919503
6,2025-03-01,2026-02-28,CAMPUS ADVANTAGE,3225 KINSROW AVE,21,0.415,44.058945,-123.061114
7,2025-03-01,2026-02-28,SHEPARD INVESTMENT GROUP LLC,1334 OAK PATCH RD,21,0.415,44.045047,-123.13763
8,2025-03-01,2026-02-28,PARKGROVE APARTMENTS LLC,3141 KINSROW AVE,19,0.415,44.06162,-123.06271
9,2025-03-01,2026-02-28,SHEPARD INVESTMENT GROUP LLC,1071 FAIRFIELD AVE,19,0.415,44.0719,-123.1473
10,2025-03-01,2026-02-28,COUNTRYSIDE LLC,565 HARLOW RD,19,0.415,44.07035,-123.034531
11,2025-03-01,2026-02-28,B.HOM STUDENT LIVING LLC,1180 WILLAMETTE ST,18,0.415,44.046587,-123.094015
12,2025-03-01,2026-02-28,SHEPARD INVESTMENT GROUP LLC,130 RIVER AVE,16,0.415,44.095611,-123.123361
